char,observations,max_level,min_level,activity_days,days_since_start,unique_zones,unique_sessions,guild_count,level_gain,has_guild,race_encoded,class_encoded,obs_per_session,zone_per_day,level_per_day,zones_per_obs,is_late_joiner,no_guild,is_heavy_player,is_light_player,is_max_level,is_static,stalled_leveller,is_low_level,progression_ratio,guild_hopper,is_explorer,obs_x_level,activity_x_guild,churned
394,5685,70,70,164,0,68,213,1,0,1,4,7,26.565420560747665,0.4121212121212121,0.42424242424242425,0.011959198030249736,0,0,1,0,1,0,1,0,0.0,0,1,397950,164,1
395,26,60,60,135,134,3,6,1,0,1,4,7,3.7142857142857144,0.022058823529411766,0.4411764705882353,0.1111111111111111,0,0,0,1,0,1,1,0,0.0,0,0,1560,135,0
397,2318,70,70,249,0,60,218,1,0,1,4,7,10.584474885844749,0.24,0.28,0.0258732212160414,0,0,1,0,1,0,1,0,0.0,0,1,162260,249,0
398,4773,70,70,269,2,54,182,2,0,1,4,7,26.081967213114755,0.2,0.25925925925925924,0.011311269375785506,0,0,1,0,1,0,1,0,0.0,0,1,334110,269,0
399,851,70,70,167,85,38,64,3,0,1,4,7,13.092307692307692,0.2261904761904762,0.4166666666666667,0.04460093896713615,0,0,0,0,1,0,1,0,0.0,1,0,59570,167,0
401,247,70,70,264,1,21,72,2,0,1,4,7,3.3835616438356166,0.07924528301886792,0.2641509433962264,0.0846774193548387,0,0,0,0,1,0,1,0,0.0,0,0,17290,264,0
405,1049,70,70,270,0,42,110,3,0,1,4,8,9.45045045045045,0.15498154981549817,0.25830258302583026,0.04,0,0,0,0,1,0,1,0,0.0,1,0,73430,270,0
410,1887,70,70,268,1,54,179,3,0,1,1,1,10.483333333333333,0.20074349442379183,0.26022304832713755,0.028601694915254237,0,0,0,0,1,0,1,0,0.0,1,1,132090,268,1
413,570,70,70,39,4,13,20,1,0,1,2,6,27.142857142857142,0.325,1.75,0.02276707530647986,0,0,1,0,1,0,1,0,0.0,0,0,39900,39,1
414,2251,70,70,215,0,58,296,1,0,1,2,6,7.579124579124579,0.26851851851851855,0.32407407407407407,0.02575488454706927,0,0,1,0,1,0,1,0,0.0,0,1,157570,215,0
417,2733,70,70,272,0,42,123,1,0,1,3,8,22.04032258064516,0.15384615384615385,0.2564102564102564,0.015362106803218726,0,0,1,0,1,0,1,0,0.0,0,0,191310,272,0
419,318,65,60,96,175,23,27,1,5,1,4,4,11.357142857142858,0.23711340206185566,0.6701030927835051,0.07210031347962383,0,0,0,0,0,0,0,0,0.07575757575757576,0,0,20670,96,0
420,4496,70,70,252,20,62,267,1,0,1,4,5,16.776119402985074,0.2450592885375494,0.2766798418972332,0.01378696909050478,0,0,1,0,1,0,1,0,0.0,0,1,314720,252,0
423,917,70,70,56,0,36,71,1,0,1,1,1,12.73611111111111,0.631578947368421,1.2280701754385965,0.0392156862745098,0,0,1,0,1,0,1,0,0.0,0,0,64190,56,0
424,116,70,70,223,0,10,14,0,0,0,1,5,7.733333333333333,0.044642857142857144,0.3125,0.08547008547008547,0,1,0,0,1,0,1,0,0.0,0,0,8120,0,0
426,2646,70,70,273,0,60,240,1,0,1,2,6,10.979253112033195,0.21897810218978103,0.25547445255474455,0.022667170381564034,0,0,1,0,1,0,1,0,0.0,0,1,185220,273,0
427,3422,70,70,265,0,42,277,1,0,1,2,0,12.309352517985612,0.15789473684210525,0.2631578947368421,0.012269938650306749,0,0,1,0,1,0,1,0,0.0,0,0,239540,265,0
428,1074,70,70,258,5,45,123,3,0,1,2,0,8.661290322580646,0.17374517374517376,0.2702702702702703,0.04186046511627907,0,0,0,0,1,0,1,0,0.0,1,1,75180,258,0
429,1563,70,60,98,175,72,75,1,10,1,2,8,20.56578947368421,0.7272727272727273,0.7070707070707071,0.04603580562659847,0,0,1,0,1,0,0,0,0.14084507042253522,0,1,109410,98,0
437,1378,70,70,272,0,50,154,1,0,1,3,6,8.890322580645162,0.18315018315018314,0.2564102564102564,0.03625815808556925,0,0,0,0,1,0,1,0,0.0,0,1,96460,272,0
443,3245,70,70,273,0,54,274,1,0,1,4,7,11.8,0.19708029197080293,0.25547445255474455,0.0166358595194085,0,0,1,0,1,0,1,0,0.0,0,1,227150,273,0
449,328,63,49,232,34,27,50,1,14,1,2,0,6.431372549019608,0.11587982832618025,0.2703862660944206,0.08206686930091185,0,0,0,0,0,0,0,0,0.21875,0,0,20664,232,0
455,6,60,60,40,25,2,4,1,0,1,3,5,1.2,0.04878048780487805,1.4634146341463414,0.2857142857142857,0,0,0,1,0,1,1,0,0.0,0,0,360,40,1
456,1291,70,70,268,0,49,107,2,0,1,3,2,11.953703703703704,0.1821561338289963,0.26022304832713755,0.037925696594427245,0,0,0,0,1,0,1,0,0.0,0,1,90370,268,0
460,1866,70,70,273,0,72,157,1,0,1,4,2,11.810126582278482,0.26277372262773724,0.25547445255474455,0.0385645420460632,0,0,0,0,1,0,1,0,0.0,0,1,130620,273,0
462,81,70,70,180,19,13,19,1,0,1,4,7,4.05,0.0718232044198895,0.3867403314917127,0.15853658536585366,0,0,0,1,1,0,1,0,0.0,0,0,5670,180,1
464,201,70,67,149,1,18,17,2,3,1,4,2,11.166666666666666,0.12,0.4666666666666667,0.0891089108910891,0,0,0,0,1,0,0,0,0.04225352112676056,0,0,14070,149,1
467,48,1,1,143,7,1,23,1,0,1,1,8,2.0,0.006944444444444444,0.006944444444444444,0.02040816326530612,0,0,0,1,0,1,1,1,0.0,0,0,48,143,1
476,1871,70,70,266,3,64,196,1,0,1,2,8,9.49746192893401,0.2397003745318352,0.26217228464419473,0.03418803418803419,0,0,0,0,1,0,1,0,0.0,0,1,130970,266,0
480,348,70,60,46,102,21,28,2,10,1,2,1,12.0,0.44680851063829785,1.4893617021276595,0.06017191977077364,0,0,0,0,1,0,0,0,0.14084507042253522,0,0,24360,46,1
489,713,70,70,272,0,31,86,1,0,1,4,7,8.195402298850574,0.11355311355311355,0.2564102564102564,0.04341736694677871,0,0,0,0,1,0,1,0,0.0,0,0,49910,272,0
490,8,48,48,121,146,1,7,1,0,1,4,2,1.0,0.00819672131147541,0.39344262295081966,0.1111111111111111,0,0,0,1,0,1,1,0,0.0,0,0,384,121,1
492,4203,70,70,272,0,51,598,1,0,1,4,2,7.01669449081803,0.18681318681318682,0.2564102564102564,0.012131303520456709,0,0,1,0,1,0,1,0,0.0,0,1,294210,272,0
497,28,70,70,113,2,7,6,1,0,1,1,8,4.0,0.06140350877192982,0.6140350877192983,0.2413793103448276,0,0,0,1,1,0,1,0,0.0,0,0,1960,113,1
499,1132,70,70,268,0,39,121,3,0,1,1,1,9.278688524590164,0.1449814126394052,0.26022304832713755,0.03442188879082083,0,0,0,0,1,0,1,0,0.0,1,0,79240,268,0
501,43,64,64,181,28,2,7,1,0,1,1,8,5.375,0.01098901098901099,0.3516483516483517,0.045454545454545456,0,0,0,1,0,1,1,0,0.0,0,0,2752,181,0
502,2950,70,70,227,0,59,185,1,0,1,1,8,15.86021505376344,0.25877192982456143,0.30701754385964913,0.019993222636394442,0,0,1,0,1,0,1,0,0.0,0,1,206500,227,0
507,2257,70,70,272,0,71,295,4,0,1,2,0,7.625,0.2600732600732601,0.2564102564102564,0.031443755535872454,0,0,1,0,1,0,1,0,0.0,1,1,157990,272,0
508,3874,70,70,273,0,76,459,4,0,1,2,0,8.421739130434782,0.2773722627737226,0.25547445255474455,0.01961290322580645,0,0,1,0,1,0,1,0,0.0,1,1,271180,273,0
513,3703,70,70,273,0,54,199,1,0,1,3,5,18.515,0.19708029197080293,0.25547445255474455,0.014578833693304536,0,0,1,0,1,0,1,0,0.0,0,1,259210,273,0
516,12,29,29,51,30,1,8,0,0,0,4,5,1.3333333333333333,0.019230769230769232,0.5576923076923077,0.07692307692307693,0,1,0,1,0,1,1,1,0.0,0,0,348,0,0
518,1173,70,70,217,0,33,128,2,0,1,4,4,9.093023255813954,0.15137614678899083,0.3211009174311927,0.028109028960817718,0,0,0,0,1,0,1,0,0.0,0,0,82110,217,1
519,2021,70,70,222,1,49,249,1,0,1,4,8,8.084,0.21973094170403587,0.31390134529147984,0.02423343224530168,0,0,1,0,1,0,1,0,0.0,0,1,141470,222,0
525,78,60,60,119,40,14,14,0,0,0,2,1,5.2,0.11666666666666667,0.5,0.17721518987341772,0,1,0,0,0,0,1,0,0.0,0,0,4680,0,1
531,2184,70,70,271,0,51,227,3,0,1,3,1,9.578947368421053,0.1875,0.25735294117647056,0.02334096109839817,0,0,1,0,1,0,1,0,0.0,1,1,152880,271,0
532,680,65,60,45,62,27,40,1,5,1,3,5,16.585365853658537,0.5869565217391305,1.4130434782608696,0.039647577092511016,0,0,1,0,0,0,0,0,0.07575757575757576,0,0,44200,45,1
535,2087,70,60,250,15,72,220,2,10,1,4,8,9.44343891402715,0.2868525896414343,0.2788844621513944,0.034482758620689655,0,0,1,0,1,0,0,0,0.14084507042253522,0,1,146090,250,0
536,17,60,60,53,9,5,3,0,0,0,4,8,4.25,0.09259259259259259,1.1111111111111112,0.2777777777777778,0,1,0,1,0,0,1,0,0.0,0,0,1020,0,0
540,3957,70,70,269,0,56,262,2,0,1,4,2,15.045627376425855,0.2074074074074074,0.25925925925925924,0.01414855987872663,0,0,1,0,1,0,1,0,0.0,0,1,276990,269,0
542,8,62,62,42,217,3,5,1,0,1,4,4,1.3333333333333333,0.06976744186046512,1.441860465116279,0.3333333333333333,1,0,0,1,0,1,1,0,0.0,0,0,496,42,1
546,124,70,69,271,0,13,52,1,1,1,2,0,2.339622641509434,0.04779411764705882,0.25735294117647056,0.104,0,0,0,0,1,0,1,0,0.014084507042253521,0,0,8680,271,0
553,1426,70,70,151,0,42,116,2,0,1,4,2,12.188034188034187,0.27631578947368424,0.4605263157894737,0.02943237561317449,0,0,1,0,1,0,1,0,0.0,0,0,99820,151,0
554,376,70,70,120,127,20,80,1,0,1,4,2,4.6419753086419755,0.1652892561983471,0.5785123966942148,0.05305039787798409,0,0,0,0,1,0,1,0,0.0,0,0,26320,120,0
555,216,63,63,268,4,5,167,1,0,1,4,2,1.2857142857142858,0.01858736059479554,0.2342007434944238,0.02304147465437788,0,0,0,0,0,0,1,0,0.0,0,0,13608,268,0
556,1762,70,70,223,0,52,178,3,0,1,4,2,9.843575418994414,0.23214285714285715,0.3125,0.02949517867271696,0,0,1,0,1,0,1,0,0.0,1,1,123340,223,1
557,1875,70,70,271,1,44,177,1,0,1,4,7,10.53370786516854,0.16176470588235295,0.25735294117647056,0.023454157782515993,0,0,0,0,1,0,1,0,0.0,0,1,131250,271,0
565,2232,70,70,270,3,65,114,1,0,1,2,6,19.408695652173915,0.23985239852398524,0.25830258302583026,0.02910882221227049,0,0,1,0,1,0,1,0,0.0,0,1,156240,270,0
566,1730,70,70,269,0,56,149,3,0,1,2,8,11.533333333333333,0.2074074074074074,0.25925925925925924,0.032351242056614674,0,0,0,0,1,0,1,0,0.0,1,1,121100,269,1
567,3893,70,70,272,0,68,530,1,0,1,2,6,7.3314500941619585,0.2490842490842491,0.2564102564102564,0.01746276322547509,0,0,1,0,1,0,1,0,0.0,0,1,272510,272,0
570,94,63,61,269,3,5,28,1,2,1,3,5,3.2413793103448274,0.018518518518518517,0.23333333333333334,0.05263157894736842,0,0,0,1,0,0,0,0,0.03125,0,0,5922,269,0
575,33,42,42,86,16,7,12,1,0,1,4,4,2.5384615384615383,0.08045977011494253,0.4827586206896552,0.20588235294117646,0,0,0,1,0,0,1,1,0.0,0,0,1386,86,1
582,2177,70,70,271,0,47,258,1,0,1,1,8,8.405405405405405,0.17279411764705882,0.25735294117647056,0.02157943067033976,0,0,1,0,1,0,1,0,0.0,0,1,152390,271,0
586,1412,70,70,265,6,61,179,1,0,1,2,0,7.844444444444444,0.22932330827067668,0.2631578947368421,0.043170559094125975,0,0,0,0,1,0,1,0,0.0,0,1,98840,265,0
589,6,2,2,202,66,1,6,0,0,0,3,2,0.8571428571428571,0.0049261083743842365,0.009852216748768473,0.14285714285714285,0,1,0,1,0,1,1,1,0.0,0,0,12,0,0
590,2881,70,70,198,0,36,161,1,0,1,3,5,17.78395061728395,0.18090452261306533,0.35175879396984927,0.012491325468424705,0,0,1,0,1,0,1,0,0.0,0,0,201670,198,1
593,1907,70,70,272,0,46,264,1,0,1,4,2,7.19622641509434,0.1684981684981685,0.2564102564102564,0.02410901467505241,0,0,0,0,1,0,1,0,0.0,0,1,133490,272,0
601,2000,70,70,273,0,49,392,2,0,1,2,0,5.089058524173028,0.17883211678832117,0.25547445255474455,0.02448775612193903,0,0,0,0,1,0,1,0,0.0,0,1,140000,273,0
604,20,60,60,29,35,7,2,1,0,1,3,1,6.666666666666667,0.23333333333333334,2.0,0.3333333333333333,0,0,0,0,0,0,0,0,0.0,0,0,1200,29,1
607,11,70,70,165,27,4,6,0,0,0,3,1,1.5714285714285714,0.024096385542168676,0.42168674698795183,0.3333333333333333,0,1,0,1,1,0,1,0,0.0,0,0,770,0,0
612,1240,70,70,272,0,34,158,2,0,1,4,8,7.79874213836478,0.12454212454212454,0.2564102564102564,0.0273972602739726,0,0,0,0,1,0,1,0,0.0,0,0,86800,272,0
613,44,1,1,228,1,2,35,0,0,0,1,8,1.2222222222222223,0.008733624454148471,0.004366812227074236,0.044444444444444446,0,1,0,1,0,1,1,1,0.0,0,0,44,0,0
614,123,49,46,273,0,9,28,1,3,1,1,1,4.241379310344827,0.032846715328467155,0.17883211678832117,0.07258064516129033,0,0,0,1,0,0,0,0,0.06,0,0,6027,273,0
616,1095,70,70,271,0,52,102,2,0,1,1,1,10.631067961165048,0.19117647058823528,0.25735294117647056,0.04744525547445255,0,0,0,0,1,0,1,0,0.0,0,1,76650,271,0
618,180,63,62,249,3,14,67,0,1,0,3,1,2.6470588235294117,0.056,0.252,0.07734806629834254,0,1,0,0,0,0,1,0,0.015625,0,0,11340,0,0
626,11,60,60,3,8,1,3,0,0,0,1,1,2.75,0.25,15.0,0.08333333333333333,0,1,0,0,0,1,0,0,0.0,0,0,660,0,1
631,33,8,2,7,109,2,5,1,6,1,2,6,5.5,0.25,1.0,0.058823529411764705,0,0,0,0,0,1,0,1,0.6666666666666666,0,0,264,7,1
636,4073,70,62,264,3,65,205,2,8,1,3,5,19.771844660194176,0.24528301886792453,0.2641509433962264,0.015954835542464407,0,0,1,0,1,0,0,0,0.11267605633802817,0,1,285110,264,0
638,336,70,70,185,3,28,35,1,0,1,4,8,9.333333333333334,0.15053763440860216,0.3763440860215054,0.0830860534124629,0,0,0,0,1,0,1,0,0.0,0,0,23520,185,1
640,1423,70,70,273,0,45,233,2,0,1,4,7,6.081196581196581,0.16423357664233576,0.25547445255474455,0.03160112359550562,0,0,0,0,1,0,1,0,0.0,0,1,99610,273,0
644,38,63,63,36,4,5,11,1,0,1,2,8,3.1666666666666665,0.13513513513513514,1.7027027027027026,0.1282051282051282,0,0,0,0,0,0,1,0,0.0,0,0,2394,36,0
645,1030,70,70,215,2,38,156,1,0,1,2,0,6.560509554140127,0.17592592592592593,0.32407407407407407,0.03685741998060136,0,0,0,0,1,0,1,0,0.0,0,0,72100,215,0
646,6,5,2,6,48,2,3,0,3,0,3,6,1.5,0.2857142857142857,0.7142857142857143,0.2857142857142857,0,1,0,0,0,1,0,1,0.5,0,0,30,0,1
650,1034,70,70,271,0,34,91,1,0,1,4,2,11.23913043478261,0.125,0.25735294117647056,0.03285024154589372,0,0,0,0,1,0,1,0,0.0,0,0,72380,271,0
659,642,70,69,215,14,38,64,1,1,1,2,1,9.876923076923077,0.17592592592592593,0.32407407407407407,0.05909797822706065,0,0,0,0,1,0,1,0,0.014084507042253521,0,0,44940,215,0
660,21,70,70,109,2,4,7,1,0,1,3,5,2.625,0.03636363636363636,0.6363636363636364,0.18181818181818182,0,0,0,1,1,0,1,0,0.0,0,0,1470,109,0
663,1601,70,70,263,0,51,191,1,0,1,3,6,8.338541666666666,0.19318181818181818,0.26515151515151514,0.031835205992509365,0,0,0,0,1,0,1,0,0.0,0,1,112070,263,0
665,641,70,70,273,0,29,65,1,0,1,2,1,9.712121212121213,0.10583941605839416,0.25547445255474455,0.045171339563862926,0,0,0,0,1,0,1,0,0.0,0,0,44870,273,0
667,936,70,70,271,1,37,177,1,0,1,2,1,5.258426966292135,0.13602941176470587,0.25735294117647056,0.03948772678762007,0,0,0,0,1,0,1,0,0.0,0,0,65520,271,0
669,33,22,22,133,6,1,25,0,0,0,3,6,1.2692307692307692,0.007462686567164179,0.16417910447761194,0.029411764705882353,0,1,0,1,0,1,1,1,0.0,0,0,726,0,0
672,6,32,31,0,110,4,1,0,1,0,4,2,3.0,4.0,32.0,0.5714285714285714,0,1,0,0,0,0,0,1,0.030303030303030304,0,0,192,0,1
673,227,70,67,247,25,10,77,1,3,1,4,7,2.91025641025641,0.04032258064516129,0.28225806451612906,0.043859649122807015,0,0,0,0,1,0,0,0,0.04225352112676056,0,0,15890,247,0
676,14,66,66,149,8,4,8,1,0,1,4,7,1.5555555555555556,0.02666666666666667,0.44,0.26666666666666666,0,0,0,1,0,0,1,0,0.0,0,0,924,149,1
681,698,70,70,230,0,31,104,1,0,1,2,1,6.647619047619048,0.1341991341991342,0.30303030303030304,0.044349070100143065,0,0,0,0,1,0,1,0,0.0,0,0,48860,230,0
685,253,70,70,253,20,21,23,0,0,0,3,5,10.541666666666666,0.08267716535433071,0.2755905511811024,0.08267716535433071,0,1,0,0,1,0,1,0,0.0,0,0,17710,0,0
691,1146,70,70,83,8,24,85,1,0,1,1,1,13.325581395348838,0.2857142857142857,0.8333333333333334,0.020924149956408022,0,0,1,0,1,0,1,0,0.0,0,0,80220,83,1
694,2101,70,70,126,0,48,129,1,0,1,2,8,16.161538461538463,0.3779527559055118,0.5511811023622047,0.022835394862036156,0,0,1,0,1,0,1,0,0.0,0,1,147070,126,1
695,1302,70,70,273,0,27,156,1,0,1,4,5,8.292993630573248,0.09854014598540146,0.25547445255474455,0.02072141212586339,0,0,0,0,1,0,1,0,0.0,0,0,91140,273,0
697,2291,70,70,273,0,53,118,3,0,1,3,1,19.252100840336134,0.19343065693430658,0.25547445255474455,0.0231239092495637,0,0,1,0,1,0,1,0,0.0,1,1,160370,273,0
701,3023,70,70,273,0,42,348,2,0,1,4,7,8.66189111747851,0.15328467153284672,0.25547445255474455,0.013888888888888888,0,0,1,0,1,0,1,0,0.0,0,0,211610,273,0
710,687,70,70,260,12,32,85,2,0,1,4,2,7.988372093023256,0.12260536398467432,0.2681992337164751,0.046511627906976744,0,0,0,0,1,0,1,0,0.0,0,0,48090,260,0
712,242,70,70,19,0,10,26,1,0,1,4,8,8.962962962962964,0.5,3.5,0.0411522633744856,0,0,1,0,1,0,0,0,0.0,0,0,16940,19,0
714,121,70,70,226,10,11,31,2,0,1,1,5,3.78125,0.048458149779735685,0.30837004405286345,0.09016393442622951,0,0,0,0,1,0,1,0,0.0,0,0,8470,226,0
722,4144,70,70,271,0,59,286,1,0,1,4,7,14.439024390243903,0.21691176470588236,0.25735294117647056,0.014234016887816647,0,0,1,0,1,0,1,0,0.0,0,1,290080,271,0
730,6,60,60,0,256,3,1,1,0,1,3,1,3.0,3.0,60.0,0.42857142857142855,1,0,0,0,0,1,0,0,0.0,0,0,360,0,1
742,649,70,70,139,0,35,110,2,0,1,4,2,5.846846846846847,0.25,0.5,0.05384615384615385,0,0,0,0,1,0,1,0,0.0,0,0,45430,139,1
748,696,70,70,114,1,42,93,1,0,1,4,4,7.404255319148936,0.3652173913043478,0.6086956521739131,0.06025824964131994,0,0,0,0,1,0,1,0,0.0,0,0,48720,114,0
750,308,70,70,81,148,12,71,0,0,0,4,2,4.277777777777778,0.14634146341463414,0.8536585365853658,0.038834951456310676,0,1,0,0,1,0,1,0,0.0,0,0,21560,0,1
752,2189,70,70,204,7,65,184,2,0,1,4,2,11.832432432432432,0.3170731707317073,0.34146341463414637,0.02968036529680365,0,0,1,0,1,0,1,0,0.0,0,1,153230,204,0
753,2344,70,70,272,0,49,154,1,0,1,1,1,15.12258064516129,0.1794871794871795,0.2564102564102564,0.020895522388059702,0,0,1,0,1,0,1,0,0.0,0,1,164080,272,0
754,1025,70,70,270,0,40,89,3,0,1,2,8,11.38888888888889,0.14760147601476015,0.25830258302583026,0.03898635477582846,0,0,0,0,1,0,1,0,0.0,1,0,71750,270,1
759,1954,70,70,271,0,59,241,6,0,1,2,8,8.074380165289256,0.21691176470588236,0.25735294117647056,0.03017902813299233,0,0,0,0,1,0,1,0,0.0,1,1,136780,271,0
762,11,32,32,231,38,4,8,2,0,1,4,4,1.2222222222222223,0.017241379310344827,0.13793103448275862,0.3333333333333333,0,0,0,1,0,0,1,1,0.0,0,0,352,231,0
764,1338,70,62,259,14,40,187,1,8,1,1,8,7.117021276595745,0.15384615384615385,0.2692307692307692,0.029873039581777446,0,0,0,0,1,0,0,0,0.11267605633802817,0,0,93660,259,0
765,482,2,2,270,3,3,194,1,0,1,2,0,2.471794871794872,0.01107011070110701,0.007380073800738007,0.006211180124223602,0,0,0,0,0,1,1,1,0.0,0,0,964,270,0
767,871,70,60,65,193,29,89,1,10,1,2,6,9.677777777777777,0.4393939393939394,1.0606060606060606,0.033256880733944956,1,0,1,0,1,0,0,0,0.14084507042253522,0,0,60970,65,0
769,90,66,64,180,1,6,28,0,2,0,4,7,3.103448275862069,0.03314917127071823,0.36464088397790057,0.06593406593406594,0,1,0,0,0,0,0,0,0.029850746268656716,0,0,5940,0,0
770,2502,70,70,262,11,51,148,1,0,1,4,5,16.79194630872483,0.19391634980988592,0.2661596958174905,0.02037554934079105,0,0,1,0,1,0,1,0,0.0,0,1,175140,262,0
772,2152,70,70,269,0,61,207,2,0,1,3,2,10.346153846153847,0.22592592592592592,0.25925925925925924,0.02833255921969345,0,0,1,0,1,0,1,0,0.0,0,1,150640,269,1
775,1059,70,66,272,0,27,121,0,4,0,4,5,8.680327868852459,0.0989010989010989,0.2564102564102564,0.02547169811320755,0,1,0,0,1,0,0,0,0.056338028169014086,0,0,74130,0,1
776,61,70,70,43,182,9,3,0,0,0,4,8,15.25,0.20454545454545456,1.5909090909090908,0.14516129032258066,1,1,0,0,1,0,1,0,0.0,0,0,4270,0,1
777,50,70,70,1,272,10,4,1,0,1,1,1,10.0,5.0,35.0,0.19607843137254902,1,0,1,0,1,0,0,0,0.0,0,0,3500,1,0
781,501,70,70,191,3,27,82,0,0,0,4,4,6.036144578313253,0.140625,0.3645833333333333,0.053784860557768925,0,1,0,0,1,0,1,0,0.0,0,0,35070,0,1
782,4534,70,70,273,0,80,377,1,0,1,4,7,11.994708994708995,0.291970802919708,0.25547445255474455,0.017640573318632856,0,0,1,0,1,0,1,0,0.0,0,1,317380,273,0
784,831,70,70,171,0,26,56,1,0,1,3,4,14.578947368421053,0.1511627906976744,0.4069767441860465,0.03125,0,0,0,0,1,0,1,0,0.0,0,0,58170,171,1
787,23,18,16,212,10,5,5,1,2,1,1,8,3.8333333333333335,0.023474178403755867,0.08450704225352113,0.20833333333333334,0,0,0,1,0,0,0,1,0.10526315789473684,0,0,414,212,1
789,56,11,1,2,90,3,6,0,10,0,1,8,8.0,1.0,3.6666666666666665,0.05263157894736842,0,1,1,0,0,1,0,1,0.8333333333333334,0,0,616,0,1
793,132,70,70,135,0,19,23,1,0,1,1,6,5.5,0.13970588235294118,0.5147058823529411,0.14285714285714285,0,0,0,0,1,0,1,0,0.0,0,0,9240,135,0
798,811,56,22,198,74,39,43,1,34,1,3,1,18.431818181818183,0.19597989949748743,0.2814070351758794,0.0480295566502463,0,0,0,0,0,0,0,0,0.5964912280701754,0,0,45416,198,0
800,1265,70,69,256,14,34,97,2,1,1,4,2,12.908163265306122,0.13229571984435798,0.2723735408560311,0.026856240126382307,0,0,0,0,1,0,1,0,0.014084507042253521,0,0,88550,256,0
802,64,62,61,37,234,7,10,1,1,1,2,0,5.818181818181818,0.18421052631578946,1.631578947368421,0.1076923076923077,1,0,0,0,0,0,1,0,0.015873015873015872,0,0,3968,37,0
804,2212,70,37,191,38,53,86,3,33,1,3,6,25.42528735632184,0.2760416666666667,0.3645833333333333,0.02394938996836873,0,0,1,0,1,0,0,0,0.4647887323943662,1,1,154840,191,0
806,3646,70,70,272,0,77,371,1,0,1,2,0,9.801075268817204,0.28205128205128205,0.2564102564102564,0.02111324376199616,0,0,1,0,1,0,1,0,0.0,0,1,255220,272,0
812,65,62,61,235,18,6,9,1,1,1,3,5,6.5,0.025423728813559324,0.2627118644067797,0.09090909090909091,0,0,0,1,0,0,1,0,0.015873015873015872,0,0,4030,235,0
816,31,61,60,169,8,4,10,1,1,1,3,4,2.8181818181818183,0.023529411764705882,0.3588235294117647,0.125,0,0,0,1,0,0,1,0,0.016129032258064516,0,0,1891,169,1
819,763,70,70,271,0,32,95,2,0,1,2,8,7.947916666666667,0.11764705882352941,0.25735294117647056,0.041884816753926704,0,0,0,0,1,0,1,0,0.0,0,0,53410,271,0
820,5477,70,70,272,0,78,338,1,0,1,2,6,16.156342182890857,0.2857142857142857,0.2564102564102564,0.014238773274917854,0,0,1,0,1,0,1,0,0.0,0,1,383390,272,0
826,34,70,70,204,59,5,5,1,0,1,2,8,5.666666666666667,0.024390243902439025,0.34146341463414637,0.14285714285714285,0,0,0,1,1,0,1,0,0.0,0,0,2380,204,0
830,11,27,27,26,64,4,3,1,0,1,4,4,2.75,0.14814814814814814,1.0,0.3333333333333333,0,0,0,1,0,0,0,1,0.0,0,0,297,26,1
832,87,26,26,270,0,1,65,0,0,0,4,4,1.3181818181818181,0.0036900369003690036,0.0959409594095941,0.011363636363636364,0,1,0,1,0,1,1,1,0.0,0,0,2262,0,0
842,246,70,70,218,54,19,29,1,0,1,3,2,8.2,0.0867579908675799,0.319634703196347,0.07692307692307693,0,0,0,0,1,0,1,0,0.0,0,0,17220,218,0
843,549,70,70,269,0,18,46,1,0,1,3,5,11.680851063829786,0.06666666666666667,0.25925925925925924,0.03272727272727273,0,0,0,0,1,0,1,0,0.0,0,0,38430,269,1
850,48,20,16,70,186,4,11,0,4,0,2,0,4.0,0.056338028169014086,0.28169014084507044,0.08163265306122448,1,1,0,0,0,0,0,1,0.19047619047619047,0,0,960,0,0
855,870,56,30,99,142,50,57,1,26,1,2,0,15.0,0.5,0.56,0.0574052812858783,0,0,1,0,0,0,0,0,0.45614035087719296,0,1,48720,99,1
862,790,70,61,272,1,32,93,1,9,1,2,1,8.404255319148936,0.11721611721611722,0.2564102564102564,0.040455120101137804,0,0,0,0,1,0,0,0,0.1267605633802817,0,0,55300,272,0
865,94,62,61,24,170,5,19,0,1,0,4,7,4.7,0.2,2.48,0.05263157894736842,0,1,0,0,0,0,0,0,0.015873015873015872,0,0,5828,0,1
867,62,62,61,2,247,6,4,1,1,1,1,7,12.4,2.0,20.666666666666668,0.09523809523809523,1,0,1,0,0,0,0,0,0.015873015873015872,0,0,3844,2,0
868,1375,70,70,198,0,55,170,2,0,1,2,0,8.04093567251462,0.27638190954773867,0.35175879396984927,0.03997093023255814,0,0,0,0,1,0,1,0,0.0,0,1,96250,198,1
869,697,54,31,80,142,43,41,1,23,1,2,6,16.595238095238095,0.5308641975308642,0.6666666666666666,0.06160458452722063,0,0,1,0,0,0,0,0,0.41818181818181815,0,0,37638,80,1
870,1845,70,70,70,0,54,87,2,0,1,4,4,20.96590909090909,0.7605633802816901,0.9859154929577465,0.02925243770314193,0,0,1,0,1,0,1,0,0.0,0,1,129150,70,0
876,9,62,62,270,0,1,8,1,0,1,1,1,1.0,0.0036900369003690036,0.22878228782287824,0.1,0,0,0,1,0,1,1,0,0.0,0,0,558,270,0
881,2874,70,70,267,5,46,171,1,0,1,3,5,16.709302325581394,0.17164179104477612,0.26119402985074625,0.016,0,0,1,0,1,0,1,0,0.0,0,1,201180,267,0
